customer_id,tenure_months,monthly_fee,support_tickets,contract_type,last_login_days,region,churn
CUST01066,9,22.92,2,monthly,27,daejeon,yes
CUST01067,71,9.9,3,annual,77,busan,no
CUST01068,24,40.1,2,monthly,2,gwangju,no
CUST01069,50,71.03,1,monthly,74,busan,no
CUST01070,16,38.35,1,monthly,84,daejeon,no
CUST01071,15,70.42,2,monthly,42,daegu,no
CUST01072,24,66.66,2,monthly,62,daegu,yes
CUST01073,28,35.4,0,monthly,37,gwangju,yes
CUST01074,49,59.72,3,annual,28,seoul,yes
CUST01075,33,40.38,3,monthly,26,daejeon,no
CUST01076,39,31.09,2,monthly,59,busan,no
CUST01077,21,41.96,1,monthly,24,daejeon,yes
CUST01078,69,16.81,1,monthly,27,daegu,no
CUST01079,13,35.89,1,monthly,11,gwangju,no
CUST01080,39,59.95,1,monthly,83,busan,yes
CUST01081,36,18.29,1,monthly,48,seoul,no
CUST01082,37,43.06,1,annual,41,daejeon,no
CUST01083,2,23.95,0,monthly,55,seoul,yes
CUST01084,34,48.45,1,two_year,77,seoul,no
CUST01085,3,30.24,1,annual,8,busan,no
CUST01086,8,38.43,3,monthly,54,busan,no
CUST01087,45,32.71,4,monthly,5,gwangju,no
CUST01088,57,28.28,1,annual,87,seoul,no
CUST01089,56,39.14,3,two_year,45,seoul,no
CUST01090,50,51.43,1,monthly,17,daegu,no
CUST01091,64,47.12,0,annual,88,seoul,no
CUST01092,65,52.49,3,monthly,3,daegu,no
CUST01093,44,57.24,1,monthly,34,gwangju,no
CUST01094,4,54.26,1,monthly,2,daejeon,no
CUST01095,25,29.59,1,annual,14,daejeon,no
CUST01096,37,27.8,1,annual,70,busan,yes
CUST01097,22,63.62,1,monthly,84,gwangju,no
CUST01098,55,49.3,2,annual,89,busan,no
CUST01099,67,20.53,3,annual,71,busan,no
CUST01100,39,44.4,1,monthly,82,daegu,yes
CUST01101,40,31.77,1,two_year,38,daegu,no
CUST01102,1,56.28,1,annual,0,gwangju,no
CUST01103,67,69.5,1,monthly,64,daejeon,no
CUST01104,60,31.31,0,two_year,86,busan,no
CUST01105,52,33.62,0,monthly,15,gwangju,no
CUST01106,58,53.9,0,annual,66,daegu,no
CUST01107,31,39.4,1,monthly,79,busan,yes
CUST01108,11,27.92,2,annual,5,daegu,no
CUST01109,30,36.32,1,monthly,36,gwangju,no
CUST01110,56,41.75,2,monthly,56,daegu,no
CUST01111,17,48.91,2,monthly,10,seoul,no
CUST01112,50,49.25,2,two_year,14,busan,no
CUST01113,53,26.22,1,two_year,35,seoul,no
CUST01114,51,48.8,3,monthly,30,daejeon,no
CUST01115,58,58.36,1,annual,65,gwangju,no
CUST01116,20,31.3,0,monthly,75,daejeon,yes
CUST01117,42,29.1,0,monthly,34,seoul,no
CUST01118,44,36.25,0,annual,30,daejeon,yes
CUST01119,32,52.84,2,monthly,53,busan,no
CUST01120,37,52.54,2,annual,80,busan,no
CUST01121,70,54.02,2,monthly,43,seoul,no
CUST01122,27,48.7,0,two_year,33,daegu,no
CUST01123,21,59.86,0,monthly,67,seoul,no
CUST01124,8,45.93,2,monthly,44,daegu,yes
CUST01125,26,32.76,5,annual,76,daegu,no
CUST01126,26,61.25,0,annual,15,busan,no
CUST01127,43,65.9,2,monthly,58,busan,yes
CUST01128,40,46.41,6,monthly,24,seoul,no
CUST01129,4,29.91,0,monthly,66,seoul,yes
CUST01130,53,20.51,0,monthly,69,daejeon,no
CUST01131,7,27.73,2,monthly,25,busan,no
CUST01132,1,59.83,1,monthly,66,seoul,yes
CUST01133,68,43.57,1,monthly,28,busan,no
CUST01134,8,52.76,1,annual,64,daegu,no
CUST01135,3,32.94,2,annual,45,daejeon,yes
CUST01136,26,44.57,1,annual,7,seoul,no
CUST01137,69,57.11,3,annual,13,busan,no
CUST01138,42,64.51,1,monthly,29,seoul,no
CUST01139,25,53.76,1,monthly,65,gwangju,no
CUST01140,7,71.31,2,monthly,53,daegu,yes
CUST01141,41,61.93,2,annual,56,gwangju,no
CUST01142,39,58.14,1,annual,0,daejeon,no
CUST01143,6,9.9,2,annual,25,gwangju,no
CUST01144,2,27.37,1,monthly,71,daejeon,yes
CUST01145,23,19.33,3,monthly,53,busan,no
CUST01146,15,31.45,1,two_year,61,gwangju,no
CUST01147,32,34.32,0,monthly,32,daejeon,no
CUST01148,50,27.67,2,annual,61,gwangju,no
CUST01149,32,72.66,0,annual,87,seoul,no
CUST01150,47,84.36,2,monthly,24,gwangju,yes
CUST01151,66,37.13,3,monthly,46,daegu,no
CUST01152,65,27.58,1,monthly,20,daegu,no
CUST01153,15,58.03,0,monthly,35,gwangju,yes
CUST01154,51,49.34,1,annual,24,gwangju,no
CUST01155,64,64.56,1,annual,75,daejeon,no
CUST01156,37,59.87,1,monthly,79,daegu,no
CUST01157,62,29.27,0,monthly,53,daegu,no
CUST01158,28,75.95,1,monthly,61,busan,yes
CUST01159,53,58.55,0,monthly,13,daegu,no
CUST01160,19,56.82,1,two_year,69,seoul,no
CUST01161,37,58.49,0,monthly,26,seoul,yes
CUST01162,71,63.92,1,annual,56,busan,no
CUST01163,63,40.43,1,annual,29,seoul,no
CUST01164,19,27.3,3,annual,37,daegu,yes
CUST01165,23,47.84,0,monthly,13,busan,no
CUST01166,69,11.0,0,monthly,33,seoul,no
CUST01167,30,77.15,2,annual,86,daejeon,yes
CUST01168,46,59.43,3,monthly,33,daegu,yes
CUST01169,19,21.99,1,two_year,10,seoul,no
CUST01170,65,61.2,2,monthly,8,busan,no
CUST01171,2,44.22,2,annual,7,gwangju,no
CUST01172,14,24.14,1,annual,36,busan,no
CUST01173,10,21.62,1,monthly,83,daejeon,yes
CUST01174,18,30.5,2,monthly,35,daejeon,yes
CUST01175,60,27.84,0,annual,59,busan,no
CUST01176,45,47.48,3,monthly,22,busan,no
CUST01177,26,56.49,5,two_year,81,busan,yes
CUST01178,26,51.8,2,annual,35,seoul,no
CUST01179,63,39.57,0,annual,78,busan,no
CUST01180,57,16.41,1,annual,89,gwangju,no
CUST01181,29,42.94,1,two_year,30,gwangju,no
CUST01182,61,50.84,1,monthly,26,busan,no
CUST01183,19,48.66,0,two_year,23,seoul,no
CUST01184,22,40.82,0,annual,7,gwangju,no
CUST01185,40,36.31,2,two_year,20,daejeon,no
CUST01186,2,54.82,1,monthly,12,daejeon,no
CUST01187,22,62.34,1,annual,1,daejeon,no
CUST01188,19,58.47,2,monthly,42,busan,yes
CUST01189,40,45.15,1,monthly,25,daegu,no
CUST01190,55,24.31,2,monthly,51,busan,yes
CUST01191,46,34.75,0,annual,14,daejeon,no
CUST01192,15,50.76,0,annual,89,daejeon,yes
CUST01193,62,47.18,2,annual,57,seoul,no
CUST01194,57,66.39,0,monthly,8,daegu,no
CUST01195,61,47.61,1,monthly,69,seoul,no
CUST01196,7,37.8,1,two_year,23,daejeon,no
CUST01197,46,59.88,3,annual,4,gwangju,no
CUST01198,22,61.92,4,monthly,26,busan,no
CUST01199,27,50.15,1,annual,13,gwangju,no
CUST01200,43,41.76,2,monthly,80,gwangju,no
