customer_id,tenure_months,monthly_fee,support_tickets,contract_type,last_login_days,region,churn,churn_reason,account_closed_date,exit_survey_score
CUST00821,39,56.62,0,annual,67,daegu,no,,,8.85
CUST00822,60,17.34,2,annual,29,busan,no,,,8.16
CUST00823,40,56.06,0,monthly,0,daegu,no,,,7.94
CUST00824,41,30.06,0,monthly,9,daejeon,yes,moved,2025-03-02,2.23
CUST00825,30,25.64,0,monthly,42,gwangju,no,,,8.43
CUST00826,12,36.69,2,annual,15,daejeon,no,,,8.29
CUST00827,60,42.76,1,monthly,75,busan,no,,,8.63
CUST00828,27,34.32,2,monthly,19,daejeon,no,,,7.95
CUST00829,1,58.69,0,annual,84,gwangju,yes,support,2025-04-21,3.31
CUST00830,17,33.77,4,monthly,24,daejeon,yes,price,2025-03-14,2.03
CUST00831,9,38.91,4,monthly,11,daegu,yes,competitor,2025-01-06,2.09
CUST00832,34,26.17,1,annual,5,daegu,no,,,8.36
CUST00833,46,57.95,1,monthly,64,daejeon,no,,,7.59
CUST00834,11,33.92,3,monthly,73,busan,yes,moved,2025-08-02,2.15
CUST00835,23,56.09,0,monthly,68,daejeon,no,,,8.78
CUST00836,3,68.66,1,annual,88,daejeon,yes,competitor,2026-01-21,2.64
CUST00837,9,38.52,1,two_year,31,daegu,no,,,7.58
CUST00838,70,52.69,1,annual,55,seoul,no,,,8.88
CUST00839,5,51.04,2,two_year,54,busan,yes,price,2025-03-18,2.15
CUST00840,21,51.46,3,annual,64,seoul,yes,price,2025-02-25,1.94
CUST00841,15,46.02,0,annual,23,seoul,yes,moved,2025-06-28,3.08
CUST00842,4,29.38,1,monthly,43,gwangju,yes,support,2025-06-09,1.66
CUST00843,6,49.99,1,annual,79,daejeon,yes,competitor,2025-03-16,0.96
CUST00844,39,27.99,1,monthly,49,seoul,no,,,8.74
CUST00845,17,40.04,2,monthly,52,gwangju,yes,moved,2025-11-28,2.45
CUST00846,45,54.82,2,monthly,89,daegu,no,,,8.31
CUST00847,27,55.66,1,monthly,23,seoul,no,,,8.54
CUST00848,67,32.16,2,annual,77,gwangju,no,,,8.21
CUST00849,63,27.56,2,two_year,45,daejeon,no,,,7.32
CUST00850,68,57.82,3,monthly,85,daejeon,no,,,7.62
CUST00851,49,33.89,4,monthly,6,seoul,no,,,7.29
CUST00852,42,48.76,1,annual,77,daejeon,no,,,7.74
CUST00853,31,64.43,2,annual,64,daegu,yes,support,2025-10-23,3.34
CUST00854,33,55.93,3,monthly,6,seoul,no,,,8.44
CUST00855,42,51.62,2,monthly,5,busan,no,,,9.43
CUST00856,34,9.9,5,monthly,62,daegu,no,,,8.51
CUST00857,33,52.27,2,two_year,2,gwangju,yes,support,2025-08-31,1.28
CUST00858,3,47.5,4,monthly,72,daejeon,yes,moved,2025-08-22,1.01
CUST00859,5,25.83,5,annual,58,seoul,yes,support,2026-01-17,1.25
CUST00860,10,19.29,1,monthly,68,seoul,no,,,8.68
CUST00861,49,28.56,0,monthly,45,daegu,no,,,8.22
CUST00862,37,46.31,0,monthly,21,daejeon,no,,,8.19
CUST00863,2,52.0,2,monthly,16,gwangju,no,,,9.36
CUST00864,7,51.35,1,annual,31,daejeon,no,,,9.0
CUST00865,10,63.7,2,monthly,60,daegu,yes,moved,2026-01-07,2.59
CUST00866,19,20.61,2,annual,34,busan,no,,,8.05
CUST00867,39,30.77,2,annual,55,busan,no,,,8.73
CUST00868,32,58.02,3,two_year,19,gwangju,no,,,8.73
CUST00869,36,32.91,0,monthly,24,daegu,no,,,8.66
CUST00870,13,43.42,2,annual,65,gwangju,yes,support,2025-07-18,2.75
CUST00871,32,48.18,2,annual,0,busan,no,,,7.62
CUST00872,63,35.78,1,two_year,77,seoul,no,,,7.75
CUST00873,15,57.06,2,annual,46,daejeon,no,,,9.01
CUST00874,63,57.89,1,monthly,53,busan,no,,,8.34
CUST00875,36,48.66,0,monthly,44,daegu,no,,,8.84
CUST00876,38,28.44,0,monthly,4,daegu,no,,,8.47
CUST00877,36,36.95,1,monthly,87,seoul,no,,,7.16
CUST00878,8,31.21,0,monthly,50,seoul,no,,,9.22
CUST00879,20,45.99,1,two_year,30,gwangju,no,,,8.32
CUST00880,41,48.01,1,annual,51,gwangju,no,,,9.14
CUST00881,59,33.09,1,annual,69,busan,no,,,8.97
CUST00882,3,67.55,1,monthly,47,daegu,yes,moved,2025-07-18,1.19
CUST00883,50,51.02,2,two_year,9,seoul,no,,,8.21
CUST00884,57,51.92,1,two_year,9,busan,no,,,8.19
CUST00885,8,55.78,2,monthly,7,gwangju,no,,,8.88
CUST00886,69,71.38,0,two_year,21,daejeon,no,,,8.17
CUST00887,11,58.84,3,monthly,49,daegu,yes,support,2025-07-16,1.72
CUST00888,7,52.6,0,monthly,85,daegu,yes,price,2025-03-12,1.3
CUST00889,39,44.8,0,monthly,2,daegu,no,,,7.62
CUST00890,61,36.33,0,monthly,74,seoul,no,,,9.07
CUST00891,15,48.4,0,monthly,76,seoul,no,,,8.91
CUST00892,68,40.52,3,annual,27,daegu,no,,,7.3
CUST00893,54,61.48,1,monthly,31,gwangju,no,,,7.23
CUST00894,64,55.02,1,monthly,38,daejeon,no,,,9.39
CUST00895,9,19.59,3,monthly,29,gwangju,no,,,9.21
CUST00896,71,53.57,0,two_year,53,seoul,no,,,8.43
CUST00897,17,47.6,3,monthly,1,daegu,yes,price,2025-10-14,2.42
CUST00898,61,46.27,1,two_year,21,daegu,no,,,8.06
CUST00899,23,40.41,3,annual,50,gwangju,no,,,8.67
CUST00900,3,59.64,1,monthly,5,gwangju,yes,competitor,2025-02-12,3.5
CUST00901,18,55.51,0,monthly,9,daegu,no,,,9.48
CUST00902,27,38.83,0,monthly,20,busan,no,,,7.11
CUST00903,10,63.03,1,monthly,53,busan,yes,moved,2025-03-10,0.95
CUST00904,66,38.76,1,two_year,67,busan,no,,,7.72
CUST00905,54,41.64,0,monthly,31,busan,no,,,7.07
CUST00906,20,70.76,2,monthly,76,daejeon,no,,,7.75
CUST00907,42,54.63,0,monthly,25,daejeon,no,,,7.87
CUST00908,42,44.64,1,two_year,53,daejeon,no,,,6.97
CUST00909,10,41.85,1,annual,11,seoul,no,,,8.11
CUST00910,59,32.36,4,monthly,10,daegu,no,,,8.62
CUST00911,20,50.33,4,annual,82,busan,yes,competitor,2025-08-19,1.26
CUST00912,69,63.08,1,two_year,17,gwangju,no,,,8.81
CUST00913,15,27.42,1,annual,1,daegu,no,,,8.84
CUST00914,59,44.55,1,monthly,6,gwangju,yes,price,2025-03-08,1.92
CUST00915,41,38.78,1,monthly,87,gwangju,no,,,8.85
CUST00916,24,17.85,1,annual,30,seoul,yes,moved,2025-07-21,2.29
CUST00917,61,38.23,1,annual,69,daegu,no,,,8.41
CUST00918,8,53.92,1,monthly,62,busan,yes,price,2025-07-21,0.67
CUST00919,36,31.55,0,annual,26,daegu,no,,,8.89
CUST00920,51,22.2,0,annual,49,seoul,no,,,9.05
CUST00921,42,65.16,2,annual,88,gwangju,no,,,8.59
CUST00922,49,64.83,3,monthly,35,gwangju,yes,support,2025-01-06,2.5
CUST00923,61,72.48,3,two_year,9,seoul,no,,,8.93
CUST00924,9,33.37,1,annual,18,daegu,no,,,8.21
CUST00925,2,29.78,2,monthly,8,daegu,yes,price,2025-07-12,2.59
CUST00926,21,68.81,0,two_year,55,daegu,no,,,7.88
CUST00927,23,38.98,1,annual,2,busan,no,,,8.74
CUST00928,8,54.24,0,monthly,20,daejeon,no,,,8.49
CUST00929,42,77.66,1,annual,45,daegu,no,,,8.71
CUST00930,59,26.95,1,monthly,38,busan,no,,,8.42
CUST00931,56,58.47,0,annual,61,daegu,no,,,7.26
CUST00932,13,26.12,1,monthly,81,busan,yes,competitor,2026-01-21,2.2
CUST00933,13,39.16,1,monthly,59,gwangju,yes,support,2025-02-15,1.21
CUST00934,19,19.71,1,two_year,84,daejeon,no,,,8.53
CUST00935,2,37.71,1,monthly,1,daegu,no,,,8.47
CUST00936,38,44.63,1,monthly,39,daegu,no,,,8.03
CUST00937,57,45.56,0,monthly,50,gwangju,no,,,8.71
CUST00938,32,17.47,2,monthly,51,daejeon,no,,,7.73
CUST00939,42,68.46,1,monthly,52,daegu,no,,,9.14
CUST00940,59,10.73,0,monthly,81,busan,no,,,8.48
CUST00941,54,71.71,4,monthly,83,busan,no,,,8.73
CUST00942,26,67.82,3,monthly,32,seoul,yes,support,2025-06-02,2.55
CUST00943,16,66.91,0,two_year,67,busan,no,,,8.37
CUST00944,7,29.17,1,monthly,50,daejeon,no,,,8.6
CUST00945,7,12.73,3,monthly,18,busan,no,,,7.86
CUST00946,55,42.04,1,annual,38,daegu,no,,,9.55
CUST00947,58,43.01,0,monthly,58,daejeon,no,,,9.27
CUST00948,30,17.02,0,monthly,39,busan,no,,,8.07
CUST00949,18,52.06,2,annual,66,daejeon,yes,support,2025-11-16,2.49
CUST00950,65,64.02,4,annual,13,daegu,no,,,9.38
CUST00951,41,55.78,1,two_year,43,daegu,no,,,8.33
CUST00952,50,51.88,3,monthly,84,gwangju,no,,,8.51
CUST00953,26,55.29,2,two_year,2,daejeon,no,,,8.15
CUST00954,63,51.93,1,monthly,15,busan,no,,,8.73
CUST00955,71,15.1,1,annual,49,daejeon,no,,,9.16
CUST00956,1,47.43,1,monthly,28,gwangju,no,,,7.71
CUST00957,1,57.57,3,monthly,74,gwangju,yes,price,2025-11-12,2.07
CUST00958,43,30.06,2,annual,48,gwangju,no,,,8.73
CUST00959,21,31.13,1,monthly,16,seoul,no,,,8.82
CUST00960,12,55.17,3,monthly,27,busan,yes,price,2025-04-01,2.09
CUST00961,6,50.19,1,monthly,11,daegu,yes,moved,2025-01-13,2.63
CUST00962,59,46.69,2,monthly,71,daegu,no,,,8.84
CUST00963,41,62.45,1,annual,65,gwangju,yes,price,2025-09-16,2.83
CUST00964,10,30.6,2,monthly,54,daejeon,no,,,8.52
CUST00965,31,48.44,0,monthly,26,daegu,no,,,6.78
CUST00966,20,37.69,0,annual,44,daejeon,yes,moved,2025-10-11,1.88
CUST00967,66,35.39,2,monthly,12,daejeon,no,,,8.14
CUST00968,5,43.05,3,monthly,75,daegu,yes,competitor,2025-05-26,2.46
CUST00969,8,50.18,1,two_year,57,gwangju,no,,,8.7
CUST00970,45,48.79,3,monthly,6,seoul,no,,,7.89
CUST00971,9,27.8,2,monthly,11,busan,no,,,9.05
CUST00972,46,29.31,0,monthly,14,busan,no,,,7.63
CUST00973,26,34.53,4,monthly,50,daejeon,yes,moved,2025-03-04,3.37
CUST00974,54,54.18,0,annual,7,gwangju,no,,,7.87
CUST00975,58,25.86,2,monthly,14,busan,no,,,7.62
CUST00976,52,44.97,2,two_year,46,daejeon,no,,,7.13
CUST00977,14,61.21,2,monthly,34,seoul,no,,,8.43
CUST00978,65,37.28,0,annual,69,daejeon,no,,,9.03
CUST00979,28,40.49,2,monthly,53,seoul,no,,,8.18
CUST00980,25,40.29,2,monthly,46,daejeon,yes,price,2025-03-29,1.35
CUST00981,40,24.87,2,annual,77,daegu,no,,,8.7
CUST00982,50,46.24,1,annual,77,gwangju,no,,,8.61
CUST00983,24,76.99,2,two_year,77,daejeon,yes,competitor,2025-08-26,0.7
CUST00984,30,58.29,1,monthly,42,gwangju,yes,support,2025-09-26,1.16
CUST00985,29,29.67,2,monthly,28,daejeon,no,,,8.93
CUST00986,58,51.72,3,monthly,40,gwangju,no,,,8.82
CUST00987,12,31.21,2,monthly,69,gwangju,no,,,8.84
CUST00988,43,44.78,3,two_year,49,gwangju,no,,,8.94
CUST00989,49,35.58,0,annual,58,daegu,yes,price,2025-06-06,2.19
CUST00990,60,50.72,1,monthly,66,gwangju,yes,price,2025-10-10,2.06
CUST00991,11,34.16,0,annual,48,seoul,no,,,8.3
CUST00992,17,59.74,4,two_year,81,seoul,yes,price,2025-05-11,3.14
CUST00993,62,36.12,2,monthly,4,busan,no,,,9.61
CUST00994,43,42.8,0,monthly,43,daejeon,no,,,8.6
CUST00995,12,74.7,2,annual,9,gwangju,no,,,8.4
CUST00996,57,51.94,1,annual,46,seoul,no,,,7.09
CUST00997,11,30.98,2,monthly,44,daejeon,no,,,8.06
CUST00998,52,73.38,3,annual,14,seoul,no,,,8.47
CUST00999,48,51.75,2,annual,0,daegu,yes,price,2025-01-11,1.68
CUST01000,13,39.44,0,monthly,10,busan,no,,,8.88
CUST01001,57,48.56,5,monthly,10,daegu,no,,,8.85
CUST01002,66,46.17,5,annual,36,daejeon,no,,,8.31
CUST01003,7,34.98,0,monthly,8,seoul,no,,,7.61
CUST01004,55,35.17,1,annual,1,daejeon,no,,,8.99
CUST01005,53,10.39,1,two_year,9,busan,no,,,8.84
CUST01006,12,69.31,1,monthly,69,seoul,no,,,6.81
CUST01007,6,52.22,2,monthly,52,seoul,yes,price,2025-04-28,2.28
CUST01008,18,50.16,2,monthly,61,daegu,no,,,8.33
CUST01009,39,68.7,1,annual,74,gwangju,no,,,8.53
CUST01010,17,39.86,1,two_year,48,gwangju,no,,,9.05
CUST01011,36,30.95,1,annual,35,gwangju,no,,,8.12
CUST01012,57,35.58,1,annual,65,daejeon,no,,,9.02
CUST01013,5,61.72,1,monthly,25,daejeon,no,,,8.55
CUST01014,33,66.79,1,annual,73,gwangju,yes,price,2025-03-06,1.86
CUST01015,35,37.72,1,monthly,32,daegu,no,,,9.77
CUST01016,20,52.09,3,monthly,63,daejeon,yes,competitor,2025-03-22,2.5
CUST01017,34,45.16,2,monthly,62,busan,no,,,9.52
CUST01018,27,32.23,3,monthly,78,seoul,yes,support,2025-10-07,3.19
CUST01019,9,46.73,3,annual,45,gwangju,no,,,7.52
CUST01020,34,32.95,1,monthly,82,seoul,no,,,8.1
CUST01021,29,45.47,1,annual,48,seoul,no,,,8.95
CUST01022,32,47.18,2,annual,71,busan,yes,moved,2025-01-24,1.86
CUST01023,29,48.24,4,monthly,13,gwangju,no,,,9.02
CUST01024,35,45.77,2,monthly,29,gwangju,no,,,8.79
CUST01025,67,55.64,1,two_year,59,busan,no,,,8.13
CUST01026,70,41.9,1,two_year,32,busan,no,,,7.62
CUST01027,8,41.53,0,annual,1,gwangju,no,,,9.39
CUST01028,67,35.68,0,monthly,12,daegu,no,,,8.74
CUST01029,50,53.05,2,annual,56,daegu,no,,,8.71
CUST01030,34,63.07,1,monthly,41,daegu,no,,,7.22
CUST01031,44,42.28,3,monthly,36,gwangju,no,,,8.27
CUST01032,57,52.59,2,annual,12,daejeon,yes,moved,2026-01-04,2.01
CUST01033,2,44.41,0,monthly,34,seoul,no,,,8.58
CUST01034,29,76.68,4,annual,66,gwangju,no,,,8.3
CUST01035,39,49.75,1,two_year,35,busan,no,,,8.8
CUST01036,15,33.63,1,two_year,46,seoul,no,,,7.67
CUST01037,57,32.59,1,monthly,88,daegu,no,,,8.41
CUST01038,52,42.22,4,monthly,69,busan,yes,price,2025-01-23,2.07
CUST01039,52,67.42,1,monthly,47,daegu,no,,,7.87
CUST01040,29,60.7,3,monthly,45,seoul,yes,support,2025-01-05,0.48
CUST01041,9,22.31,2,annual,25,daejeon,no,,,8.69
CUST01042,48,48.29,0,annual,88,seoul,yes,moved,2025-11-28,1.91
CUST01043,25,41.5,1,annual,46,gwangju,yes,support,2026-01-04,0.9
CUST01044,2,47.67,1,annual,60,gwangju,no,,,8.97
CUST01045,21,54.69,1,monthly,26,busan,yes,competitor,2025-08-21,2.26
CUST01046,11,63.78,0,annual,32,daejeon,no,,,8.4
CUST01047,56,51.06,1,two_year,78,daegu,no,,,9.04
CUST01048,30,10.5,2,monthly,22,daegu,no,,,8.44
CUST01049,42,41.39,2,monthly,22,daegu,no,,,7.41
CUST01050,33,73.12,1,monthly,3,busan,yes,price,2025-01-30,2.71
CUST01051,61,35.03,1,annual,11,seoul,no,,,8.47
CUST01052,50,53.37,1,annual,73,gwangju,no,,,7.95
CUST01053,12,34.7,1,annual,81,seoul,no,,,8.24
CUST01054,32,49.92,1,monthly,65,gwangju,yes,support,2025-08-19,1.22
CUST01055,2,37.21,4,annual,50,busan,yes,price,2025-04-15,2.38
CUST01056,5,41.77,4,two_year,72,daegu,no,,,9.35
CUST01057,54,20.68,2,annual,40,gwangju,no,,,8.65
CUST01058,51,22.83,1,monthly,7,gwangju,no,,,8.33
CUST01059,1,19.11,0,annual,75,daegu,yes,moved,2026-02-01,1.92
CUST01060,54,24.04,1,annual,16,gwangju,no,,,8.1
CUST01061,33,53.45,1,monthly,4,seoul,no,,,9.68
CUST01062,67,27.75,1,monthly,55,daegu,no,,,7.96
CUST01063,68,31.81,2,monthly,4,seoul,no,,,8.62
CUST01064,6,51.56,1,monthly,76,daegu,yes,price,2026-01-26,1.75
CUST01065,37,45.35,0,annual,83,gwangju,no,,,7.87
CUST01066,9,22.92,2,monthly,27,daejeon,yes,moved,2025-05-03,2.5
CUST01067,71,9.9,3,annual,77,busan,no,,,8.7
CUST01068,24,40.1,2,monthly,2,gwangju,no,,,9.27
CUST01069,50,71.03,1,monthly,74,busan,no,,,9.09
CUST01070,16,38.35,1,monthly,84,daejeon,no,,,8.17
CUST01071,15,70.42,2,monthly,42,daegu,no,,,8.75
CUST01072,24,66.66,2,monthly,62,daegu,yes,price,2025-05-02,1.92
CUST01073,28,35.4,0,monthly,37,gwangju,yes,price,2025-07-10,1.77
CUST01074,49,59.72,3,annual,28,seoul,yes,moved,2025-03-27,1.79
CUST01075,33,40.38,3,monthly,26,daejeon,no,,,7.33
CUST01076,39,31.09,2,monthly,59,busan,no,,,8.62
CUST01077,21,41.96,1,monthly,24,daejeon,yes,price,2025-09-06,3.48
CUST01078,69,16.81,1,monthly,27,daegu,no,,,7.82
CUST01079,13,35.89,1,monthly,11,gwangju,no,,,9.23
CUST01080,39,59.95,1,monthly,83,busan,yes,price,2025-07-09,2.12
CUST01081,36,18.29,1,monthly,48,seoul,no,,,9.08
CUST01082,37,43.06,1,annual,41,daejeon,no,,,8.96
CUST01083,2,23.95,0,monthly,55,seoul,yes,price,2025-07-30,2.74
CUST01084,34,48.45,1,two_year,77,seoul,no,,,8.25
CUST01085,3,30.24,1,annual,8,busan,no,,,8.17
CUST01086,8,38.43,3,monthly,54,busan,no,,,9.07
CUST01087,45,32.71,4,monthly,5,gwangju,no,,,8.02
CUST01088,57,28.28,1,annual,87,seoul,no,,,8.28
CUST01089,56,39.14,3,two_year,45,seoul,no,,,8.62
CUST01090,50,51.43,1,monthly,17,daegu,no,,,7.56
CUST01091,64,47.12,0,annual,88,seoul,no,,,8.33
CUST01092,65,52.49,3,monthly,3,daegu,no,,,9.15
CUST01093,44,57.24,1,monthly,34,gwangju,no,,,8.1
CUST01094,4,54.26,1,monthly,2,daejeon,no,,,9.03
CUST01095,25,29.59,1,annual,14,daejeon,no,,,8.09
CUST01096,37,27.8,1,annual,70,busan,yes,moved,2025-06-19,1.05
CUST01097,22,63.62,1,monthly,84,gwangju,no,,,8.22
CUST01098,55,49.3,2,annual,89,busan,no,,,7.89
CUST01099,67,20.53,3,annual,71,busan,no,,,9.48
CUST01100,39,44.4,1,monthly,82,daegu,yes,moved,2025-11-30,2.68
CUST01101,40,31.77,1,two_year,38,daegu,no,,,9.18
CUST01102,1,56.28,1,annual,0,gwangju,no,,,7.54
CUST01103,67,69.5,1,monthly,64,daejeon,no,,,8.16
CUST01104,60,31.31,0,two_year,86,busan,no,,,9.42
CUST01105,52,33.62,0,monthly,15,gwangju,no,,,6.76
CUST01106,58,53.9,0,annual,66,daegu,no,,,7.64
CUST01107,31,39.4,1,monthly,79,busan,yes,competitor,2025-06-29,2.88
CUST01108,11,27.92,2,annual,5,daegu,no,,,8.13
CUST01109,30,36.32,1,monthly,36,gwangju,no,,,8.74
CUST01110,56,41.75,2,monthly,56,daegu,no,,,8.28
CUST01111,17,48.91,2,monthly,10,seoul,no,,,7.77
CUST01112,50,49.25,2,two_year,14,busan,no,,,9.13
CUST01113,53,26.22,1,two_year,35,seoul,no,,,7.92
CUST01114,51,48.8,3,monthly,30,daejeon,no,,,8.61
CUST01115,58,58.36,1,annual,65,gwangju,no,,,8.68
CUST01116,20,31.3,0,monthly,75,daejeon,yes,support,2025-07-17,2.62
CUST01117,42,29.1,0,monthly,34,seoul,no,,,8.8
CUST01118,44,36.25,0,annual,30,daejeon,yes,support,2025-10-28,2.65
CUST01119,32,52.84,2,monthly,53,busan,no,,,8.72
CUST01120,37,52.54,2,annual,80,busan,no,,,9.1
CUST01121,70,54.02,2,monthly,43,seoul,no,,,9.09
CUST01122,27,48.7,0,two_year,33,daegu,no,,,8.63
CUST01123,21,59.86,0,monthly,67,seoul,no,,,8.17
CUST01124,8,45.93,2,monthly,44,daegu,yes,moved,2025-12-05,2.26
CUST01125,26,32.76,5,annual,76,daegu,no,,,8.45
CUST01126,26,61.25,0,annual,15,busan,no,,,9.08
CUST01127,43,65.9,2,monthly,58,busan,yes,competitor,2025-01-13,1.97
CUST01128,40,46.41,6,monthly,24,seoul,no,,,8.7
CUST01129,4,29.91,0,monthly,66,seoul,yes,price,2025-03-31,2.27
CUST01130,53,20.51,0,monthly,69,daejeon,no,,,7.37
CUST01131,7,27.73,2,monthly,25,busan,no,,,7.95
CUST01132,1,59.83,1,monthly,66,seoul,yes,support,2025-08-10,1.16
CUST01133,68,43.57,1,monthly,28,busan,no,,,9.24
CUST01134,8,52.76,1,annual,64,daegu,no,,,8.61
CUST01135,3,32.94,2,annual,45,daejeon,yes,support,2026-02-04,2.12
CUST01136,26,44.57,1,annual,7,seoul,no,,,9.1
CUST01137,69,57.11,3,annual,13,busan,no,,,8.97
CUST01138,42,64.51,1,monthly,29,seoul,no,,,9.63
CUST01139,25,53.76,1,monthly,65,gwangju,no,,,9.26
CUST01140,7,71.31,2,monthly,53,daegu,yes,competitor,2025-10-31,2.77
CUST01141,41,61.93,2,annual,56,gwangju,no,,,8.86
CUST01142,39,58.14,1,annual,0,daejeon,no,,,7.66
CUST01143,6,9.9,2,annual,25,gwangju,no,,,8.7
CUST01144,2,27.37,1,monthly,71,daejeon,yes,support,2025-12-03,1.14
CUST01145,23,19.33,3,monthly,53,busan,no,,,8.48
CUST01146,15,31.45,1,two_year,61,gwangju,no,,,8.8
CUST01147,32,34.32,0,monthly,32,daejeon,no,,,7.5
CUST01148,50,27.67,2,annual,61,gwangju,no,,,8.19
CUST01149,32,72.66,0,annual,87,seoul,no,,,8.3
CUST01150,47,84.36,2,monthly,24,gwangju,yes,moved,2025-01-03,1.68
CUST01151,66,37.13,3,monthly,46,daegu,no,,,8.95
CUST01152,65,27.58,1,monthly,20,daegu,no,,,8.95
CUST01153,15,58.03,0,monthly,35,gwangju,yes,moved,2025-03-23,2.11
CUST01154,51,49.34,1,annual,24,gwangju,no,,,9.15
CUST01155,64,64.56,1,annual,75,daejeon,no,,,9.53
CUST01156,37,59.87,1,monthly,79,daegu,no,,,8.58
CUST01157,62,29.27,0,monthly,53,daegu,no,,,8.76
CUST01158,28,75.95,1,monthly,61,busan,yes,competitor,2025-12-09,2.07
CUST01159,53,58.55,0,monthly,13,daegu,no,,,8.33
CUST01160,19,56.82,1,two_year,69,seoul,no,,,9.4
CUST01161,37,58.49,0,monthly,26,seoul,yes,moved,2025-12-19,2.14
CUST01162,71,63.92,1,annual,56,busan,no,,,8.21
CUST01163,63,40.43,1,annual,29,seoul,no,,,7.7
CUST01164,19,27.3,3,annual,37,daegu,yes,competitor,2025-03-24,1.34
CUST01165,23,47.84,0,monthly,13,busan,no,,,8.68
CUST01166,69,11.0,0,monthly,33,seoul,no,,,9.25
CUST01167,30,77.15,2,annual,86,daejeon,yes,competitor,2025-10-27,2.12
CUST01168,46,59.43,3,monthly,33,daegu,yes,competitor,2025-12-30,2.87
CUST01169,19,21.99,1,two_year,10,seoul,no,,,8.95
CUST01170,65,61.2,2,monthly,8,busan,no,,,9.23
CUST01171,2,44.22,2,annual,7,gwangju,no,,,9.16
CUST01172,14,24.14,1,annual,36,busan,no,,,8.26
CUST01173,10,21.62,1,monthly,83,daejeon,yes,competitor,2025-11-10,2.59
CUST01174,18,30.5,2,monthly,35,daejeon,yes,support,2025-03-06,2.22
CUST01175,60,27.84,0,annual,59,busan,no,,,9.25
CUST01176,45,47.48,3,monthly,22,busan,no,,,8.43
CUST01177,26,56.49,5,two_year,81,busan,yes,price,2025-06-05,2.11
CUST01178,26,51.8,2,annual,35,seoul,no,,,8.27
CUST01179,63,39.57,0,annual,78,busan,no,,,8.44
CUST01180,57,16.41,1,annual,89,gwangju,no,,,7.84
CUST01181,29,42.94,1,two_year,30,gwangju,no,,,8.22
CUST01182,61,50.84,1,monthly,26,busan,no,,,7.8
CUST01183,19,48.66,0,two_year,23,seoul,no,,,8.19
CUST01184,22,40.82,0,annual,7,gwangju,no,,,9.38
CUST01185,40,36.31,2,two_year,20,daejeon,no,,,8.47
CUST01186,2,54.82,1,monthly,12,daejeon,no,,,7.92
CUST01187,22,62.34,1,annual,1,daejeon,no,,,8.19
CUST01188,19,58.47,2,monthly,42,busan,yes,moved,2025-07-28,2.28
CUST01189,40,45.15,1,monthly,25,daegu,no,,,9.13
CUST01190,55,24.31,2,monthly,51,busan,yes,moved,2025-08-22,2.59
CUST01191,46,34.75,0,annual,14,daejeon,no,,,8.87
CUST01192,15,50.76,0,annual,89,daejeon,yes,support,2025-12-01,1.4
CUST01193,62,47.18,2,annual,57,seoul,no,,,9.4
CUST01194,57,66.39,0,monthly,8,daegu,no,,,9.97
CUST01195,61,47.61,1,monthly,69,seoul,no,,,8.26
CUST01196,7,37.8,1,two_year,23,daejeon,no,,,9.47
CUST01197,46,59.88,3,annual,4,gwangju,no,,,8.37
CUST01198,22,61.92,4,monthly,26,busan,no,,,8.52
CUST01199,27,50.15,1,annual,13,gwangju,no,,,8.67
CUST01200,43,41.76,2,monthly,80,gwangju,no,,,8.38
